start,end,speaker,text,tokens,dependencies,entities,intervention
00:02:51.096,00:02:53.157,SPEAKER_01,I'm going to put a pelvic binder on my partner and my arm.,"[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""pelvic"", ""pos"": ""ADJ"", ""lemma"": ""pelvic""}, {""text"": ""binder"", ""pos"": ""NOUN"", ""lemma"": ""binder""}, {""text"": ""partner"", ""pos"": ""NOUN"", ""lemma"": ""partner""}, {""text"": ""arm"", ""pos"": ""NOUN"", ""lemma"": ""arm""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""put"", ""relation"": ""aux""}, {""word"": ""put"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""a"", ""head"": ""binder"", ""relation"": ""det""}, {""word"": ""pelvic"", ""head"": ""binder"", ""relation"": ""amod""}, {""word"": ""binder"", ""head"": ""put"", ""relation"": ""dobj""}, {""word"": ""on"", ""head"": ""put"", ""relation"": ""prep""}, {""word"": ""my"", ""head"": ""partner"", ""relation"": ""poss""}, {""word"": ""partner"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""and"", ""head"": ""partner"", ""relation"": ""cc""}, {""word"": ""my"", ""head"": ""arm"", ""relation"": ""poss""}, {""word"": ""arm"", ""head"": ""partner"", ""relation"": ""conj""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]","[{""entity"": ""Medication"", ""text"": ""binder"", ""score"": 0.6449999809265137}]","{""label"": ""Airway"", ""confidence"": 0.363}"
00:03:04.568,00:03:07.831,SPEAKER_01,"Okay, see you partner.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""partner"", ""pos"": ""NOUN"", ""lemma"": ""partner""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""see"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""see"", ""relation"": ""punct""}, {""word"": ""see"", ""head"": ""see"", ""relation"": ""ROOT""}, {""word"": ""you"", ""head"": ""see"", ""relation"": ""dobj""}, {""word"": ""partner"", ""head"": ""see"", ""relation"": ""dobj""}, {""word"": ""."", ""head"": ""see"", ""relation"": ""punct""}]","[{""entity"": ""Clinical_event"", ""text"": ""see"", ""score"": 0.23800000548362732}]","{""label"": ""Airway"", ""confidence"": 0.371}"
00:03:11.155,00:03:12.376,SPEAKER_01,The woman first when we were levitating.,"[{""text"": ""woman"", ""pos"": ""NOUN"", ""lemma"": ""woman""}, {""text"": ""levitating"", ""pos"": ""VERB"", ""lemma"": ""levitate""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""The"", ""head"": ""woman"", ""relation"": ""det""}, {""word"": ""woman"", ""head"": ""woman"", ""relation"": ""ROOT""}, {""word"": ""first"", ""head"": ""woman"", ""relation"": ""advmod""}, {""word"": ""when"", ""head"": ""levitating"", ""relation"": ""advmod""}, {""word"": ""we"", ""head"": ""levitating"", ""relation"": ""nsubj""}, {""word"": ""were"", ""head"": ""levitating"", ""relation"": ""aux""}, {""word"": ""levitating"", ""head"": ""woman"", ""relation"": ""relcl""}, {""word"": ""."", ""head"": ""woman"", ""relation"": ""punct""}]","[{""entity"": ""Sex"", ""text"": ""woman"", ""score"": 0.9890000224113464}]","{""label"": ""Medication"", ""confidence"": 0.349}"
00:03:21.727,00:03:23.127,SPEAKER_01,A little higher.,"[{""text"": ""little"", ""pos"": ""ADV"", ""lemma"": ""little""}, {""text"": ""higher"", ""pos"": ""ADJ"", ""lemma"": ""high""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""A"", ""head"": ""little"", ""relation"": ""det""}, {""word"": ""little"", ""head"": ""higher"", ""relation"": ""npadvmod""}, {""word"": ""higher"", ""head"": ""higher"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""higher"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.361}"
00:03:23.147,00:03:23.527,SPEAKER_01,"Perfect, okay.","[{""text"": ""Perfect"", ""pos"": ""PROPN"", ""lemma"": ""Perfect""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""okay"", ""pos"": ""ADJ"", ""lemma"": ""okay""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Perfect"", ""head"": ""okay"", ""relation"": ""advmod""}, {""word"": "","", ""head"": ""okay"", ""relation"": ""punct""}, {""word"": ""okay"", ""head"": ""okay"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""okay"", ""relation"": ""punct""}]",[],"{""label"": ""Medication"", ""confidence"": 0.358}"
00:03:23.548,00:03:32.450,SPEAKER_01,"Okay, hold down.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""hold"", ""pos"": ""VERB"", ""lemma"": ""hold""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""hold"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""hold"", ""relation"": ""punct""}, {""word"": ""hold"", ""head"": ""hold"", ""relation"": ""ROOT""}, {""word"": ""down"", ""head"": ""hold"", ""relation"": ""prt""}, {""word"": ""."", ""head"": ""hold"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.371}"
00:03:32.471,00:03:33.591,SPEAKER_01,"Okay, pelvic stabilized.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""pelvic"", ""pos"": ""PROPN"", ""lemma"": ""pelvic""}, {""text"": ""stabilized"", ""pos"": ""VERB"", ""lemma"": ""stabilize""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""stabilized"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""stabilized"", ""relation"": ""punct""}, {""word"": ""pelvic"", ""head"": ""stabilized"", ""relation"": ""nsubj""}, {""word"": ""stabilized"", ""head"": ""stabilized"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""stabilized"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""pe"", ""score"": 1.0}, {""entity"": ""Biological_structure"", ""text"": ""##vic"", ""score"": 0.9980000257492065}]","{""label"": ""Airway"", ""confidence"": 0.379}"
00:03:33.610,00:03:35.891,SPEAKER_01,Now down on the left leg here.,"[{""text"": ""left"", ""pos"": ""ADJ"", ""lemma"": ""left""}, {""text"": ""leg"", ""pos"": ""NOUN"", ""lemma"": ""leg""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Now"", ""head"": ""down"", ""relation"": ""advmod""}, {""word"": ""down"", ""head"": ""down"", ""relation"": ""ROOT""}, {""word"": ""on"", ""head"": ""down"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""leg"", ""relation"": ""det""}, {""word"": ""left"", ""head"": ""leg"", ""relation"": ""amod""}, {""word"": ""leg"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""here"", ""head"": ""leg"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""down"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""left"", ""score"": 0.9990000128746033}, {""entity"": ""Biological_structure"", ""text"": ""leg"", ""score"": 0.9070000052452087}]","{""label"": ""Airway"", ""confidence"": 0.377}"
00:03:35.912,00:03:37.592,SPEAKER_01,Checking for any injuries.,"[{""text"": ""Checking"", ""pos"": ""VERB"", ""lemma"": ""check""}, {""text"": ""injuries"", ""pos"": ""NOUN"", ""lemma"": ""injury""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Checking"", ""head"": ""Checking"", ""relation"": ""ROOT""}, {""word"": ""for"", ""head"": ""Checking"", ""relation"": ""prep""}, {""word"": ""any"", ""head"": ""injuries"", ""relation"": ""det""}, {""word"": ""injuries"", ""head"": ""for"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""Checking"", ""relation"": ""punct""}]",[],"{""label"": ""Medication"", ""confidence"": 0.36}"
00:03:37.812,00:03:38.193,SPEAKER_00,Negative.,"[{""text"": ""Negative"", ""pos"": ""ADJ"", ""lemma"": ""negative""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Negative"", ""head"": ""Negative"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Negative"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.362}"
00:03:38.492,00:03:38.973,SPEAKER_01,Pulses?,"[{""text"": ""Pulses"", ""pos"": ""NOUN"", ""lemma"": ""pulse""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Pulses"", ""head"": ""Pulses"", ""relation"": ""ROOT""}, {""word"": ""?"", ""head"": ""Pulses"", ""relation"": ""punct""}]","[{""entity"": ""Detailed_description"", ""text"": ""pulses"", ""score"": 0.8240000009536743}, {""entity"": ""Lab_value"", ""text"": ""?"", ""score"": 0.49799999594688416}]","{""label"": ""Airway"", ""confidence"": 0.405}"
00:03:39.393,00:03:40.193,SPEAKER_01,Pulses are intact.,"[{""text"": ""Pulses"", ""pos"": ""NOUN"", ""lemma"": ""pulse""}, {""text"": ""intact"", ""pos"": ""ADJ"", ""lemma"": ""intact""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Pulses"", ""head"": ""are"", ""relation"": ""nsubj""}, {""word"": ""are"", ""head"": ""are"", ""relation"": ""ROOT""}, {""word"": ""intact"", ""head"": ""are"", ""relation"": ""acomp""}, {""word"": ""."", ""head"": ""are"", ""relation"": ""punct""}]","[{""entity"": ""Diagnostic_procedure"", ""text"": ""pulses"", ""score"": 1.0}]","{""label"": ""Medication"", ""confidence"": 0.343}"
00:03:40.272,00:03:40.473,SPEAKER_01,Okay.,"[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""Okay"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Okay"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.358}"
00:03:40.873,00:03:41.873,SPEAKER_01,Circuitry with your toes?,"[{""text"": ""Circuitry"", ""pos"": ""NOUN"", ""lemma"": ""circuitry""}, {""text"": ""toes"", ""pos"": ""NOUN"", ""lemma"": ""toe""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Circuitry"", ""head"": ""Circuitry"", ""relation"": ""ROOT""}, {""word"": ""with"", ""head"": ""Circuitry"", ""relation"": ""prep""}, {""word"": ""your"", ""head"": ""toes"", ""relation"": ""poss""}, {""word"": ""toes"", ""head"": ""with"", ""relation"": ""pobj""}, {""word"": ""?"", ""head"": ""Circuitry"", ""relation"": ""punct""}]","[{""entity"": ""Diagnostic_procedure"", ""text"": ""circuit"", ""score"": 0.7720000147819519}, {""entity"": ""Sign_symptom"", ""text"": ""##ry"", ""score"": 0.5049999952316284}, {""entity"": ""Detailed_description"", ""text"": ""toes"", ""score"": 0.7419999837875366}]","{""label"": ""Airway"", ""confidence"": 0.375}"
00:03:41.933,00:03:42.193,SPEAKER_01,No response.,"[{""text"": ""response"", ""pos"": ""NOUN"", ""lemma"": ""response""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""No"", ""head"": ""response"", ""relation"": ""det""}, {""word"": ""response"", ""head"": ""response"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""response"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.365}"
00:03:42.213,00:03:42.794,SPEAKER_01,No response.,"[{""text"": ""response"", ""pos"": ""NOUN"", ""lemma"": ""response""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""No"", ""head"": ""response"", ""relation"": ""det""}, {""word"": ""response"", ""head"": ""response"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""response"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.365}"
00:03:43.193,00:03:44.694,SPEAKER_01,"Okay, down on the other leg here.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""leg"", ""pos"": ""NOUN"", ""lemma"": ""leg""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""down"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""down"", ""relation"": ""punct""}, {""word"": ""down"", ""head"": ""down"", ""relation"": ""ROOT""}, {""word"": ""on"", ""head"": ""down"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""leg"", ""relation"": ""det""}, {""word"": ""other"", ""head"": ""leg"", ""relation"": ""amod""}, {""word"": ""leg"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""here"", ""head"": ""leg"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""down"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""other leg"", ""score"": 0.7580000162124634}]","{""label"": ""Airway"", ""confidence"": 0.376}"
00:03:44.715,00:03:45.514,SPEAKER_00,Negative.,"[{""text"": ""Negative"", ""pos"": ""ADJ"", ""lemma"": ""negative""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Negative"", ""head"": ""Negative"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Negative"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.362}"
00:03:45.534,00:03:46.034,SPEAKER_00,Okay.,"[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""Okay"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Okay"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.358}"
00:03:46.515,00:03:47.895,SPEAKER_01,Start blood pressure.,"[{""text"": ""Start"", ""pos"": ""VERB"", ""lemma"": ""start""}, {""text"": ""blood"", ""pos"": ""NOUN"", ""lemma"": ""blood""}, {""text"": ""pressure"", ""pos"": ""NOUN"", ""lemma"": ""pressure""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Start"", ""head"": ""Start"", ""relation"": ""ROOT""}, {""word"": ""blood"", ""head"": ""pressure"", ""relation"": ""compound""}, {""word"": ""pressure"", ""head"": ""Start"", ""relation"": ""dobj""}, {""word"": ""."", ""head"": ""Start"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.385}"
00:03:48.575,00:03:49.256,SPEAKER_01,Don't prep pulse.,"[{""text"": ""prep"", ""pos"": ""VERB"", ""lemma"": ""prep""}, {""text"": ""pulse"", ""pos"": ""NOUN"", ""lemma"": ""pulse""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Do"", ""head"": ""prep"", ""relation"": ""aux""}, {""word"": ""n't"", ""head"": ""prep"", ""relation"": ""neg""}, {""word"": ""prep"", ""head"": ""prep"", ""relation"": ""ROOT""}, {""word"": ""pulse"", ""head"": ""prep"", ""relation"": ""dobj""}, {""word"": ""."", ""head"": ""prep"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.361}"
00:03:49.597,00:03:50.356,SPEAKER_00,Pulse is intact.,"[{""text"": ""Pulse"", ""pos"": ""PROPN"", ""lemma"": ""Pulse""}, {""text"": ""intact"", ""pos"": ""ADJ"", ""lemma"": ""intact""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Pulse"", ""head"": ""is"", ""relation"": ""nsubj""}, {""word"": ""is"", ""head"": ""is"", ""relation"": ""ROOT""}, {""word"": ""intact"", ""head"": ""is"", ""relation"": ""acomp""}, {""word"": ""."", ""head"": ""is"", ""relation"": ""punct""}]","[{""entity"": ""Diagnostic_procedure"", ""text"": ""pulse"", ""score"": 1.0}]","{""label"": ""Airway"", ""confidence"": 0.347}"
00:03:50.377,00:03:50.616,SPEAKER_00,Okay.,"[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""Okay"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Okay"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.358}"
00:03:51.478,00:03:53.239,SPEAKER_01,"Left arm, same pulse.","[{""text"": ""Left"", ""pos"": ""ADJ"", ""lemma"": ""left""}, {""text"": ""arm"", ""pos"": ""NOUN"", ""lemma"": ""arm""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""pulse"", ""pos"": ""NOUN"", ""lemma"": ""pulse""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Left"", ""head"": ""arm"", ""relation"": ""amod""}, {""word"": ""arm"", ""head"": ""arm"", ""relation"": ""ROOT""}, {""word"": "","", ""head"": ""arm"", ""relation"": ""punct""}, {""word"": ""same"", ""head"": ""pulse"", ""relation"": ""amod""}, {""word"": ""pulse"", ""head"": ""arm"", ""relation"": ""appos""}, {""word"": ""."", ""head"": ""arm"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.358}"
00:03:53.718,00:03:54.439,SPEAKER_00,Pulse is intact.,"[{""text"": ""Pulse"", ""pos"": ""PROPN"", ""lemma"": ""Pulse""}, {""text"": ""intact"", ""pos"": ""ADJ"", ""lemma"": ""intact""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Pulse"", ""head"": ""is"", ""relation"": ""nsubj""}, {""word"": ""is"", ""head"": ""is"", ""relation"": ""ROOT""}, {""word"": ""intact"", ""head"": ""is"", ""relation"": ""acomp""}, {""word"": ""."", ""head"": ""is"", ""relation"": ""punct""}]","[{""entity"": ""Diagnostic_procedure"", ""text"": ""pulse"", ""score"": 1.0}]","{""label"": ""Airway"", ""confidence"": 0.347}"
00:03:54.659,00:03:58.421,SPEAKER_00,No response.,"[{""text"": ""response"", ""pos"": ""NOUN"", ""lemma"": ""response""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""No"", ""head"": ""response"", ""relation"": ""det""}, {""word"": ""response"", ""head"": ""response"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""response"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.365}"
00:03:58.461,00:03:59.542,SPEAKER_01,Right arm pulses.,"[{""text"": ""Right"", ""pos"": ""ADJ"", ""lemma"": ""right""}, {""text"": ""arm"", ""pos"": ""NOUN"", ""lemma"": ""arm""}, {""text"": ""pulses"", ""pos"": ""NOUN"", ""lemma"": ""pulse""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Right"", ""head"": ""pulses"", ""relation"": ""amod""}, {""word"": ""arm"", ""head"": ""pulses"", ""relation"": ""compound""}, {""word"": ""pulses"", ""head"": ""pulses"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""pulses"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""arm"", ""score"": 0.6919999718666077}]","{""label"": ""Airway"", ""confidence"": 0.356}"
00:04:00.042,00:04:00.962,SPEAKER_01,Pulse is intact.,"[{""text"": ""Pulse"", ""pos"": ""PROPN"", ""lemma"": ""Pulse""}, {""text"": ""intact"", ""pos"": ""ADJ"", ""lemma"": ""intact""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Pulse"", ""head"": ""is"", ""relation"": ""nsubj""}, {""word"": ""is"", ""head"": ""is"", ""relation"": ""ROOT""}, {""word"": ""intact"", ""head"": ""is"", ""relation"": ""acomp""}, {""word"": ""."", ""head"": ""is"", ""relation"": ""punct""}]","[{""entity"": ""Diagnostic_procedure"", ""text"": ""pulse"", ""score"": 1.0}]","{""label"": ""Airway"", ""confidence"": 0.347}"
00:04:01.342,00:04:04.104,SPEAKER_01,Blood pressure is 90 over 40.,"[{""text"": ""Blood"", ""pos"": ""NOUN"", ""lemma"": ""blood""}, {""text"": ""pressure"", ""pos"": ""NOUN"", ""lemma"": ""pressure""}, {""text"": ""90"", ""pos"": ""NUM"", ""lemma"": ""90""}, {""text"": ""40"", ""pos"": ""NUM"", ""lemma"": ""40""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Blood"", ""head"": ""pressure"", ""relation"": ""compound""}, {""word"": ""pressure"", ""head"": ""is"", ""relation"": ""nsubj""}, {""word"": ""is"", ""head"": ""is"", ""relation"": ""ROOT""}, {""word"": ""90"", ""head"": ""is"", ""relation"": ""attr""}, {""word"": ""over"", ""head"": ""90"", ""relation"": ""prep""}, {""word"": ""40"", ""head"": ""over"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""is"", ""relation"": ""punct""}]","[{""entity"": ""Diagnostic_procedure"", ""text"": ""blood pressure"", ""score"": 1.0}, {""entity"": ""Lab_value"", ""text"": ""90"", ""score"": 1.0}]","{""label"": ""Airway"", ""confidence"": 0.392}"
00:04:04.144,00:04:05.324,SPEAKER_00,Heart rate is 125.,"[{""text"": ""Heart"", ""pos"": ""NOUN"", ""lemma"": ""heart""}, {""text"": ""rate"", ""pos"": ""NOUN"", ""lemma"": ""rate""}, {""text"": ""125"", ""pos"": ""NUM"", ""lemma"": ""125""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Heart"", ""head"": ""rate"", ""relation"": ""compound""}, {""word"": ""rate"", ""head"": ""is"", ""relation"": ""nsubj""}, {""word"": ""is"", ""head"": ""is"", ""relation"": ""ROOT""}, {""word"": ""125"", ""head"": ""is"", ""relation"": ""attr""}, {""word"": ""."", ""head"": ""is"", ""relation"": ""punct""}]","[{""entity"": ""Diagnostic_procedure"", ""text"": ""heart rate"", ""score"": 1.0}]","{""label"": ""Medication"", ""confidence"": 0.352}"
00:04:05.444,00:04:15.490,SPEAKER_01,"Alright, the syringes we have are the right pneumo which has been something.","[{""text"": ""Alright"", ""pos"": ""ADV"", ""lemma"": ""alright""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""syringes"", ""pos"": ""NOUN"", ""lemma"": ""syrinx""}, {""text"": ""right"", ""pos"": ""ADJ"", ""lemma"": ""right""}, {""text"": ""pneumo"", ""pos"": ""ADJ"", ""lemma"": ""pneumo""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Alright"", ""head"": ""are"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""are"", ""relation"": ""punct""}, {""word"": ""the"", ""head"": ""syringes"", ""relation"": ""det""}, {""word"": ""syringes"", ""head"": ""are"", ""relation"": ""nsubj""}, {""word"": ""we"", ""head"": ""have"", ""relation"": ""nsubj""}, {""word"": ""have"", ""head"": ""syringes"", ""relation"": ""relcl""}, {""word"": ""are"", ""head"": ""are"", ""relation"": ""ROOT""}, {""word"": ""the"", ""head"": ""pneumo"", ""relation"": ""det""}, {""word"": ""right"", ""head"": ""pneumo"", ""relation"": ""advmod""}, {""word"": ""pneumo"", ""head"": ""are"", ""relation"": ""attr""}, {""word"": ""which"", ""head"": ""been"", ""relation"": ""nsubj""}, {""word"": ""has"", ""head"": ""been"", ""relation"": ""aux""}, {""word"": ""been"", ""head"": ""pneumo"", ""relation"": ""relcl""}, {""word"": ""something"", ""head"": ""been"", ""relation"": ""attr""}, {""word"": ""."", ""head"": ""are"", ""relation"": ""punct""}]","[{""entity"": ""Administration"", ""text"": ""sy"", ""score"": 0.8240000009536743}, {""entity"": ""Coreference"", ""text"": ""##ring"", ""score"": 0.46000000834465027}, {""entity"": ""Detailed_description"", ""text"": ""right"", ""score"": 0.9089999794960022}]","{""label"": ""Airway"", ""confidence"": 0.362}"
00:04:15.509,00:04:17.571,SPEAKER_01,It's been fixed.,"[{""text"": ""fixed"", ""pos"": ""VERB"", ""lemma"": ""fix""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""It"", ""head"": ""fixed"", ""relation"": ""nsubjpass""}, {""word"": ""'s"", ""head"": ""fixed"", ""relation"": ""auxpass""}, {""word"": ""been"", ""head"": ""fixed"", ""relation"": ""auxpass""}, {""word"": ""fixed"", ""head"": ""fixed"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""fixed"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.383}"
00:04:18.011,00:04:19.851,SPEAKER_01,We'll keep an eye on the right side in case it reinflates.,"[{""text"": ""eye"", ""pos"": ""NOUN"", ""lemma"": ""eye""}, {""text"": ""right"", ""pos"": ""ADJ"", ""lemma"": ""right""}, {""text"": ""case"", ""pos"": ""NOUN"", ""lemma"": ""case""}, {""text"": ""reinflates"", ""pos"": ""VERB"", ""lemma"": ""reinflate""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""We"", ""head"": ""keep"", ""relation"": ""nsubj""}, {""word"": ""'ll"", ""head"": ""keep"", ""relation"": ""aux""}, {""word"": ""keep"", ""head"": ""keep"", ""relation"": ""ROOT""}, {""word"": ""an"", ""head"": ""eye"", ""relation"": ""det""}, {""word"": ""eye"", ""head"": ""keep"", ""relation"": ""dobj""}, {""word"": ""on"", ""head"": ""keep"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""side"", ""relation"": ""det""}, {""word"": ""right"", ""head"": ""side"", ""relation"": ""amod""}, {""word"": ""side"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""in"", ""head"": ""keep"", ""relation"": ""prep""}, {""word"": ""case"", ""head"": ""in"", ""relation"": ""pobj""}, {""word"": ""it"", ""head"": ""reinflates"", ""relation"": ""nsubj""}, {""word"": ""reinflates"", ""head"": ""keep"", ""relation"": ""ccomp""}, {""word"": ""."", ""head"": ""keep"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.365}"
